node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq(GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power;sensitivity;traffic_model;traffic_load(pkt/s);packet_length;num_packets_aggregated;capture_effect_model;capture_effect_thr;constant_PER;pifs_activated;backoff_type;cw_adaptation;cw_min;cw_max;cw_stage
AP_A;0;A;3.3333;3.3333;0.0000;5.0;4;1;1;1;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_A1;1;A;0.9793;2.5804;0.0000;5.0;4;1;1;1;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
AP_B;0;B;10.0000;3.3333;0.0000;5.0;4;2;2;2;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_B1;1;B;12.8224;3.5263;0.0000;5.0;4;2;2;2;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
AP_C;0;C;16.6667;3.3333;0.0000;5.0;4;2;2;2;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_C1;1;C;16.6010;4.6442;0.0000;5.0;4;2;2;2;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
AP_D;0;D;3.3333;10.0000;0.0000;5.0;4;2;2;2;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_D1;1;D;4.5943;9.8109;0.0000;5.0;4;2;2;2;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
AP_E;0;E;10.0000;10.0000;0.0000;5.0;4;0;0;0;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_E1;1;E;7.7740;8.7750;0.0000;5.0;4;0;0;0;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
AP_F;0;F;16.6667;10.0000;0.0000;5.0;4;0;0;0;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_F1;1;F;16.5052;12.8163;0.0000;5.0;4;0;0;0;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
AP_G;0;G;3.3333;16.6667;0.0000;5.0;4;1;1;1;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_G1;1;G;1.6497;15.9497;0.0000;5.0;4;1;1;1;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
AP_H;0;H;10.0000;16.6667;0.0000;5.0;4;1;1;1;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_H1;1;H;10.1212;17.8333;0.0000;5.0;4;1;1;1;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
AP_I;0;I;16.6667;16.6667;0.0000;5.0;4;2;2;2;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
STA_I1;1;I;14.0557;16.6519;0.0000;5.0;4;2;2;2;20;-82;99;1000;12000;64;0;10.0;0.0;0;0;1;0;15;5
